pINDEX,sLINE_NO,E_N83WTM,N_N83WTM,TIMESTAMP,RECORD,ELEVATION,ALT,NUMDATA,LM_Data_0,LM_Data_1,LM_Data_2,LM_Data_3,LM_Data_4,LM_Data_5,LM_Data_6,LM_Data_7,LM_Data_8,LM_Data_9,LM_Data_10,LM_Data_11,LM_Data_12,LM_Data_13,LM_Data_14,LM_Data_15,LM_Data_16,LM_Data_17,LM_Data_18,LM_Data_19,LM_Data_20,LM_Data_21,LM_Data_22,LM_Data_23,LM_Data_24,LM_Data_25,LM_Data_26,LM_DataSTD_0,LM_DataSTD_1,LM_DataSTD_2,LM_DataSTD_3,LM_DataSTD_4,LM_DataSTD_5,LM_DataSTD_6,LM_DataSTD_7,LM_DataSTD_8,LM_DataSTD_9,LM_DataSTD_10,LM_DataSTD_11,LM_DataSTD_12,LM_DataSTD_13,LM_DataSTD_14,LM_DataSTD_15,LM_DataSTD_16,LM_DataSTD_17,LM_DataSTD_18,LM_DataSTD_19,LM_DataSTD_20,LM_DataSTD_21,LM_DataSTD_22,LM_DataSTD_23,LM_DataSTD_24,LM_DataSTD_25,LM_DataSTD_26,HM_Data_0,HM_Data_1,HM_Data_2,HM_Data_3,HM_Data_4,HM_Data_5,HM_Data_6,HM_Data_7,HM_Data_8,HM_Data_9,HM_Data_10,HM_Data_11,HM_Data_12,HM_Data_13,HM_Data_14,HM_Data_15,HM_Data_16,HM_Data_17,HM_Data_18,HM_Data_19,HM_Data_20,HM_Data_21,HM_DataSTD_0,HM_DataSTD_1,HM_DataSTD_2,HM_DataSTD_3,HM_DataSTD_4,HM_DataSTD_5,HM_DataSTD_6,HM_DataSTD_7,HM_DataSTD_8,HM_DataSTD_9,HM_DataSTD_10,HM_DataSTD_11,HM_DataSTD_12,HM_DataSTD_13,HM_DataSTD_14,HM_DataSTD_15,HM_DataSTD_16,HM_DataSTD_17,HM_DataSTD_18,HM_DataSTD_19,HM_DataSTD_20,HM_DataSTD_21,TX_ALTITUDE,TX_ALTITUDE_STD,RX_ALTITUDE,RX_ALTITUDE_STD,txrx_dx,txrx_dy,txrx_dz,LINE_NO
1055,100600.0,729650.2,485028.5,44216.7556770833,1019.0,178.5,62.87,37.0,-5.0468e-09,-2.2746e-08,4.0614e-09,5.076e-09,3.4503e-09,2.6877e-09,1.9523e-09,1.3965e-09,9.1813e-10,5.8626e-10,3.4298e-10,1.805e-10,-9999.99,6.1287e-11,3.2164e-11,1.9579e-11,1.4281e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.58e-10,6.94e-10,1.24e-10,1.53e-10,1.04e-10,8.14e-11,5.9e-11,4.2e-11,2.77e-11,1.78e-11,1.04e-11,5.6e-12,-9999.99,2.09e-12,1.09e-11,3.8e-12,1.67e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.6474e-10,1.4991e-10,8.2076e-11,4.3275e-11,2.3006e-11,1.2629e-11,7.2339e-12,4.2982e-12,2.564e-12,1.9117e-12,1.3968e-12,9.9561e-13,7.5263e-13,6.3713e-13,4.5088e-13,3.9181e-13,2.424e-13,1.7392e-13,1.495e-13,-9999.99,-9999.99,-9999.99,7.94e-12,4.5e-12,2.46e-12,1.3e-12,6.92e-13,3.8e-13,2.18e-13,1.34e-13,7.85e-14,5.87e-14,4.41e-14,3.18e-14,2.57e-14,2.26e-14,1.53e-14,1.52e-14,1.06e-14,9.46e-15,1.38e-14,-9999.99,-9999.99,62.87,0.047,64.78,0.047,-13.25,0.0,1.91,100602.0
1163,100700.0,723095.2,486756.2,44216.739068287,1119.0,219.5,49.76,27.0,-8.1404e-09,-1.357e-08,1.4576e-08,4.2632e-09,1.1652e-09,5.4825e-10,2.6816e-10,1.0541e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.46e-10,4.13e-10,4.37e-10,1.28e-10,3.6e-11,2.06e-11,1.06e-11,5.52e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.0787e-11,1.5924e-11,1.2912e-11,9.9123e-12,7.5322e-12,5.9912e-12,4.2749e-12,3.1023e-12,2.4105e-12,1.8146e-12,1.3889e-12,1.0427e-12,8.5409e-13,6.5643e-13,5.0468e-13,4.0088e-13,2.712e-13,1.7246e-13,-9999.99,-9999.99,-9999.99,-9999.99,6.26e-13,4.81e-13,3.94e-13,3e-13,2.29e-13,1.83e-13,1.3e-13,9.43e-14,7.33e-14,5.59e-14,4.35e-14,3.33e-14,2.7e-14,2.11e-14,1.71e-14,1.4e-14,1.19e-14,1.01e-14,-9999.99,-9999.99,-9999.99,49.295,0.06,50.47,0.06,-13.25,0.0,1.17,100701.0
1269,100700.0,719900.1,488113.0,44216.7407349537,1219.0,221.2,52.88,30.0,-5.2924e-09,-6.6813e-09,8.193e-09,1.6602e-09,4.0585e-10,1.9173e-10,1.3091e-10,7.1199e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.6e-10,2.05e-10,2.47e-10,5.05e-11,1.65e-11,1.21e-11,9.36e-12,4.98e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.9649e-11,2.3342e-11,1.8278e-11,1.3365e-11,9.962e-12,7.3246e-12,5.5409e-12,4.1082e-12,3.1287e-12,2.288e-12,1.8187e-12,1.445e-12,1.0895e-12,8.1901e-13,5.5468e-13,3.9211e-13,2.5763e-13,1.7029e-13,1.2152e-13,7.538e-14,4.2544e-14,-9999.99,8.95e-13,7.03e-13,5.5e-13,4.06e-13,3e-13,2.22e-13,1.67e-13,1.25e-13,9.48e-14,7.05e-14,5.51e-14,4.41e-14,3.3e-14,2.52e-14,1.77e-14,1.25e-14,8.68e-15,6.4e-15,5.52e-15,5.27e-15,1.11e-14,50.72,0.059,52.185,0.059,-13.25,0.0,1.47,100701.0
1371,100700.0,717251.6,489314.0,44216.7421006944,1319.0,179.8,43.02,36.0,-1.4637e-08,-3.538e-08,2.1968e-08,9.962e-09,3.7076e-09,2.193e-09,1.3389e-09,8.8596e-10,6.0409e-10,4.1316e-10,2.9678e-10,2.0325e-10,-9999.99,8.9123e-11,5.3304e-11,3.0205e-11,2.2231e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.39e-10,1.06e-09,6.59e-10,2.99e-10,1.12e-10,6.64e-11,4.06e-11,2.69e-11,1.84e-11,1.26e-11,9.08e-12,6.28e-12,-9999.99,2.85e-12,1.68e-12,1.05e-12,8.67e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.5912e-10,1.8392e-10,1.2678e-10,8.5585e-11,5.6842e-11,3.6754e-11,2.4363e-11,1.6886e-11,1.2523e-11,9.0205e-12,6.383e-12,4.6374e-12,3.1754e-12,2.2401e-12,1.4711e-12,9.5906e-13,5.8275e-13,3.7047e-13,-9999.99,-9999.99,-9999.99,-9999.99,7.77e-12,5.52e-12,3.8e-12,2.57e-12,1.71e-12,1.1e-12,7.31e-13,5.07e-13,3.76e-13,2.71e-13,1.92e-13,1.4e-13,9.56e-14,6.74e-14,4.47e-14,2.92e-14,1.83e-14,1.23e-14,-9999.99,-9999.99,-9999.99,43.09,0.069,44.38,0.069,-13.25,0.0,1.29,100701.0
1480,100700.0,729993.9,483966.6,44216.7542997685,1419.0,179.2,45.66,34.0,-8.5994e-09,-3.2105e-08,7.7076e-09,8.9795e-09,5.5994e-09,4.0819e-09,2.7427e-09,1.6263e-09,9.7924e-10,5.307e-10,2.6827e-10,1.2418e-10,-9999.99,3.5702e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.61e-10,9.66e-10,2.32e-10,2.69e-10,1.68e-10,1.23e-10,8.26e-11,4.9e-11,2.95e-11,1.61e-11,8.37e-12,4.2e-12,-9999.99,1.63e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.1518e-10,1.0713e-10,5.2222e-11,2.5974e-11,1.3585e-11,7.7018e-12,4.6959e-12,3.1257e-12,2.0699e-12,1.5404e-12,1.0757e-12,8.7251e-13,6.7339e-13,5.4152e-13,3.9766e-13,3.1053e-13,2.3556e-13,1.6599e-13,1.3778e-13,-9999.99,-9999.99,-9999.99,6.46e-12,3.21e-12,1.57e-12,7.79e-13,4.1e-13,2.33e-13,1.43e-13,9.72e-14,6.33e-14,4.84e-14,3.41e-14,2.78e-14,2.34e-14,2.29e-14,1.53e-14,1.38e-14,1.03e-14,9.69e-15,3e-14,-9999.99,-9999.99,45.665,0.065,47.305,0.065,-13.25,0.0,1.64,100702.0
1588,100800.0,718215.0,487984.7,44216.7448784722,1519.0,184.9,58.6,40.0,-5.9912e-09,-2.4412e-08,8.2807e-09,7.3947e-09,3.9327e-09,2.3851e-09,1.4544e-09,7.6316e-10,4.2661e-10,2.1904e-10,1.3868e-10,9.269e-11,-9999.99,4.1637e-11,2.8936e-11,2.1316e-11,1.2985e-11,7.4064e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.8e-10,7.32e-10,2.48e-10,2.22e-10,1.18e-10,7.2e-11,4.39e-11,2.32e-11,1.35e-11,7.03e-12,4.62e-12,3.36e-12,-9999.99,1.59e-12,1.24e-12,7.97e-13,7.54e-13,3.82e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.2222e-10,7.9649e-11,5.5468e-11,3.8772e-11,2.7173e-11,1.8485e-11,1.2968e-11,9.0526e-12,6.4444e-12,4.5819e-12,3.4152e-12,2.588e-12,1.8594e-12,1.3515e-12,9.2807e-13,6.2749e-13,4.0175e-13,2.2254e-13,1.2842e-13,8.3129e-14,5.5351e-14,-9999.99,3.67e-12,2.39e-12,1.66e-12,1.16e-12,8.15e-13,5.55e-13,3.9e-13,2.72e-13,1.94e-13,1.37e-13,1.03e-13,7.82e-14,5.63e-14,4.12e-14,2.87e-14,1.96e-14,1.28e-14,7.88e-15,5.89e-15,4.31e-15,5.49e-15,58.605,0.0505,60.26,0.0505,-13.25,0.0,1.65,100801.0
1692,100800.0,721174.9,486702.0,44216.7464409722,1619.0,214.3,53.69,26.0,-8.0029e-09,-2.2743e-08,1.4529e-08,7.9825e-09,3.2222e-09,1.7623e-09,9.4269e-10,4.7193e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.41e-10,6.85e-10,4.36e-10,2.39e-10,9.7e-11,5.36e-11,2.88e-11,1.48e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,5.076e-11,2.9386e-11,1.9953e-11,1.445e-11,1.0576e-11,7.9474e-12,5.7836e-12,4.1637e-12,3.0673e-12,2.169e-12,1.7819e-12,1.1895e-12,9.9649e-13,7.5263e-13,5.7456e-13,4.5058e-13,2.912e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.52e-12,8.87e-13,6.01e-13,4.34e-13,3.2e-13,2.4e-13,1.75e-13,1.27e-13,9.29e-14,6.59e-14,5.42e-14,3.7e-14,3.11e-14,2.4e-14,1.84e-14,1.61e-14,1.56e-14,-9999.99,-9999.99,-9999.99,-9999.99,53.69,0.055,55.355,0.055,-13.25,0.0,1.67,100801.0
1796,100800.0,723321.6,485815.0,44216.7477835648,1719.0,216.2,57.9,8.0,-5.7953e-09,-1.7848e-08,1.0243e-08,4.5468e-09,2.3436e-09,1.9228e-09,8.0994e-10,5.1667e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.75e-10,5.39e-10,3.07e-10,1.37e-10,7.12e-11,5.9e-11,2.51e-11,1.61e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,57.9,0.053,56.56,0.053,-13.25,0.0,-1.34,100801.0
1904,100800.0,726164.5,484694.4,44216.7494502315,1819.0,217.1,57.45,20.0,-4.348e-09,-8.9883e-09,8.9591e-09,3.0643e-09,8.7398e-10,3.5702e-10,1.8284e-10,1.1696e-10,6.8275e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.32e-10,2.76e-10,2.69e-10,9.25e-11,2.87e-11,1.64e-11,7.46e-12,9.35e-12,3.55e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.4754e-11,1.2424e-11,9.2222e-12,7.4064e-12,5.5848e-12,3.8684e-12,2.6085e-12,1.5456e-12,1.4506e-12,1.3298e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.46e-13,3.96e-13,2.92e-13,2.27e-13,1.7e-13,1.22e-13,8.35e-14,4.96e-14,4.53e-14,4.3e-14,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,57.455,0.051,59.54,0.051,-13.25,0.0,2.09,100801.0
2012,100800.0,728771.7,483593.9,44216.7508738426,1919.0,198.3,54.81,22.0,-5.4883e-09,-1.5904e-08,9.6901e-09,5.4035e-09,2.226e-09,1.2389e-09,5.9269e-10,2.8406e-10,1.5944e-10,7.8392e-11,3.5029e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.67e-10,4.95e-10,2.92e-10,1.62e-10,6.72e-11,3.93e-11,1.84e-11,9.49e-12,5.9e-12,3.15e-12,2.52e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.0789e-11,1.7977e-11,1.2181e-11,8.3567e-12,6.3304e-12,4.0936e-12,3.4591e-12,2.3152e-12,1.9205e-12,1.3985e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.27e-13,5.59e-13,3.68e-13,2.58e-13,1.91e-13,1.28e-13,1.08e-13,8.1e-14,6.59e-14,5.01e-14,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,54.815,0.054,56.565,0.054,-13.25,0.0,1.75,100801.0
2120,100800.0,731495.6,482531.5,44216.7522974537,2019.0,179.9,61.26,24.0,-3.8977e-09,-1.4398e-08,7.7749e-09,4.8304e-09,2.2412e-09,1.1968e-09,6.6725e-10,3.3216e-10,1.5509e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.22e-10,4.48e-10,2.35e-10,1.45e-10,6.75e-11,3.7e-11,2.09e-11,1.04e-11,6.19e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.4678e-11,1.9509e-11,1.207e-11,7.6491e-12,5.3304e-12,3.6871e-12,2.4184e-12,1.9921e-12,1.3906e-12,1.0339e-12,9.386e-13,7.4854e-13,6.0088e-13,4.2398e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.04e-12,5.89e-13,3.68e-13,2.36e-13,1.74e-13,1.15e-13,8.59e-14,7.37e-14,5.38e-14,3.97e-14,4.84e-14,4e-14,3.53e-14,2.76e-14,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,61.255,0.049,62.585,0.0485,-13.25,0.0,1.33,100801.0
2224,100900.0,729925.7,482359.1,44216.7597743056,2119.0,189.2,46.99,31.0,-1.1529e-08,-3.6404e-08,1.8553e-08,1.3363e-08,6.5292e-09,3.7778e-09,2.052e-09,1.0327e-09,4.7544e-10,2.2181e-10,9.6725e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.48e-10,1.1e-09,5.57e-10,4.01e-10,1.96e-10,1.14e-10,6.18e-11,3.12e-11,1.47e-11,7.05e-12,3.46e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.886e-11,2.7982e-11,1.3266e-11,7.8626e-12,5.4649e-12,4.114e-12,3.1053e-12,2.236e-12,1.7056e-12,1.1626e-12,9.0029e-13,6.5322e-13,5.9035e-13,4.7222e-13,3.114e-13,2.633e-13,2.2678e-13,1.5711e-13,1.1345e-13,-9999.99,-9999.99,-9999.99,2.07e-12,8.42e-13,4.01e-13,2.4e-13,1.65e-13,1.28e-13,9.66e-14,7.09e-14,5.29e-14,3.73e-14,3.02e-14,2.33e-14,2.04e-14,1.57e-14,1.21e-14,9.35e-15,8.12e-15,9.38e-15,6.3e-15,-9999.99,-9999.99,46.995,0.063,48.41,0.063,-13.25,0.0,1.41,100901.0
2332,100900.0,726863.3,483530.6,44216.7614525463,2219.0,215.0,56.31,9.0,-5.2018e-09,-1.8892e-08,8.9123e-09,6.5585e-09,3.5058e-09,2.0564e-09,1.1886e-09,5.617e-10,2.9474e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.67e-10,5.84e-10,2.69e-10,1.97e-10,1.06e-10,6.23e-11,3.63e-11,1.73e-11,9.34e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,56.31,0.054,57.46,0.054,-13.25,0.0,1.15,100901.0
2438,100900.0,724410.8,484519.8,44216.7628414352,2319.0,222.9,46.63,21.0,-1.0933e-08,-2.6205e-08,2.0743e-08,9.4064e-09,3.2515e-09,1.6737e-09,7.9942e-10,3.6199e-10,1.9482e-10,7.9211e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.29e-10,7.89e-10,6.22e-10,2.82e-10,9.79e-11,5.05e-11,2.49e-11,1.14e-11,7.29e-12,3.83e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.7602e-11,2.2401e-11,1.5728e-11,1.1661e-11,8.9942e-12,7.0175e-12,5.0906e-12,4.155e-12,3.0848e-12,2.1401e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.13e-12,6.72e-13,4.73e-13,3.57e-13,2.73e-13,2.13e-13,1.54e-13,1.26e-13,9.41e-14,6.59e-14,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,46.63,0.064,47.24,0.064,-13.25,0.0,0.61,100901.0
2546,100900.0,721887.9,485590.5,44216.7642534722,2419.0,216.1,52.95,29.0,-7.8655e-09,-2.0289e-08,1.6494e-08,7.4561e-09,2.4506e-09,1.1453e-09,4.9708e-10,2.0243e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.38e-10,6.13e-10,4.95e-10,2.24e-10,7.38e-11,3.58e-11,1.57e-11,6.88e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.4184e-11,1.8237e-11,1.4649e-11,1.1205e-11,8.1637e-12,6.2515e-12,4.731e-12,3.4708e-12,2.6041e-12,2.0348e-12,1.5047e-12,1.1453e-12,9.1023e-13,6.7719e-13,5.4035e-13,3.9678e-13,2.6357e-13,1.8664e-13,1.2123e-13,6.6433e-14,-9999.99,-9999.99,7.28e-13,5.49e-13,4.6e-13,3.45e-13,2.47e-13,1.91e-13,1.43e-13,1.05e-13,7.89e-14,6.19e-14,4.56e-14,3.49e-14,2.79e-14,2.12e-14,1.75e-14,1.25e-14,8.67e-15,6.72e-15,4.41e-15,9.3e-15,-9999.99,52.955,0.056,54.585,0.056,-13.25,0.0,1.63,100901.0
2646,100900.0,719519.6,486552.6,44216.7654108796,2519.0,213.3,38.26,28.0,-9.1696e-09,-4.2018e-09,1.1404e-08,7.8012e-10,1.7161e-10,2.9269e-10,1.5538e-10,9.4298e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.75e-10,1.35e-10,3.42e-10,2.52e-11,1.6e-11,1.32e-11,1.08e-11,4.81e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.1433e-11,3.2105e-11,2.5035e-11,1.9167e-11,1.4392e-11,1.0494e-11,7.3099e-12,5.4766e-12,4.0936e-12,3.0263e-12,2.3959e-12,1.855e-12,1.3839e-12,1.0322e-12,7.4942e-13,5.1901e-13,3.3421e-13,2.2912e-13,1.3775e-13,-9999.99,-9999.99,-9999.99,1.24e-12,9.7e-13,7.54e-13,5.77e-13,4.33e-13,3.16e-13,2.21e-13,1.65e-13,1.23e-13,9.14e-14,7.24e-14,5.62e-14,4.22e-14,3.15e-14,2.38e-14,1.61e-14,1.07e-14,7.9e-15,5.92e-15,-9999.99,-9999.99,38.26,0.077,40.115,0.0765,-13.25,0.0,1.85,100901.0
2754,100900.0,716200.7,488003.4,44216.767181713,2619.0,187.2,47.84,29.0,-1.0772e-08,-2.4114e-08,1.7298e-08,6.6842e-09,2.1088e-09,1.2064e-09,8.038e-10,5.1023e-10,4.1637e-10,2.7804e-10,1.705e-10,1.1415e-10,-9999.99,6.7573e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.24e-10,7.28e-10,5.19e-10,2.01e-10,6.41e-11,3.75e-11,2.47e-11,1.57e-11,1.27e-11,8.51e-12,5.29e-12,3.79e-12,-9999.99,2.2e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.5845e-10,1.1412e-10,8.1023e-11,5.576e-11,3.807e-11,2.6711e-11,1.8746e-11,1.3114e-11,9.2339e-12,6.7222e-12,5.0058e-12,3.7251e-12,2.6433e-12,1.7488e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.75e-12,3.42e-12,2.43e-12,1.67e-12,1.14e-12,8.01e-13,5.62e-13,3.93e-13,2.78e-13,2.02e-13,1.51e-13,1.12e-13,8.04e-14,5.35e-14,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,47.84,0.062,49.53,0.062,-13.25,0.0,1.69,100901.0
