pINDEX,sLINE_NO,E_N83WTM,N_N83WTM,TIMESTAMP,RECORD,ELEVATION,ALT,NUMDATA,LM_Data_0,LM_Data_1,LM_Data_2,LM_Data_3,LM_Data_4,LM_Data_5,LM_Data_6,LM_Data_7,LM_Data_8,LM_Data_9,LM_Data_10,LM_Data_11,LM_Data_12,LM_Data_13,LM_Data_14,LM_Data_15,LM_Data_16,LM_Data_17,LM_Data_18,LM_Data_19,LM_Data_20,LM_Data_21,LM_Data_22,LM_Data_23,LM_Data_24,LM_Data_25,LM_Data_26,LM_DataSTD_0,LM_DataSTD_1,LM_DataSTD_2,LM_DataSTD_3,LM_DataSTD_4,LM_DataSTD_5,LM_DataSTD_6,LM_DataSTD_7,LM_DataSTD_8,LM_DataSTD_9,LM_DataSTD_10,LM_DataSTD_11,LM_DataSTD_12,LM_DataSTD_13,LM_DataSTD_14,LM_DataSTD_15,LM_DataSTD_16,LM_DataSTD_17,LM_DataSTD_18,LM_DataSTD_19,LM_DataSTD_20,LM_DataSTD_21,LM_DataSTD_22,LM_DataSTD_23,LM_DataSTD_24,LM_DataSTD_25,LM_DataSTD_26,HM_Data_0,HM_Data_1,HM_Data_2,HM_Data_3,HM_Data_4,HM_Data_5,HM_Data_6,HM_Data_7,HM_Data_8,HM_Data_9,HM_Data_10,HM_Data_11,HM_Data_12,HM_Data_13,HM_Data_14,HM_Data_15,HM_Data_16,HM_Data_17,HM_Data_18,HM_Data_19,HM_Data_20,HM_Data_21,HM_DataSTD_0,HM_DataSTD_1,HM_DataSTD_2,HM_DataSTD_3,HM_DataSTD_4,HM_DataSTD_5,HM_DataSTD_6,HM_DataSTD_7,HM_DataSTD_8,HM_DataSTD_9,HM_DataSTD_10,HM_DataSTD_11,HM_DataSTD_12,HM_DataSTD_13,HM_DataSTD_14,HM_DataSTD_15,HM_DataSTD_16,HM_DataSTD_17,HM_DataSTD_18,HM_DataSTD_19,HM_DataSTD_20,HM_DataSTD_21,TX_ALTITUDE,TX_ALTITUDE_STD,RX_ALTITUDE,RX_ALTITUDE_STD,txrx_dx,txrx_dy,txrx_dz,LINE_NO
29998,105300.0,693380.7,458991.8,44221.6677199074,1173.0,253.0,41.35,38.0,-1.7289e-08,-4.5205e-08,2.6798e-08,1.6269e-08,6.5175e-09,3.2836e-09,1.657e-09,7.962e-10,4.3801e-10,2.5263e-10,1.7632e-10,1.1181e-10,-9999.99,5.2368e-11,3.3304e-11,2.3623e-11,1.8854e-11,9.4912e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,5.2e-10,1.36e-09,8.04e-10,4.88e-10,1.96e-10,9.88e-11,5e-11,2.41e-11,1.34e-11,8.01e-12,5.52e-12,3.56e-12,-9999.99,1.74e-12,1.21e-12,8.17e-13,6.94e-13,6.6e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.5784e-10,1.0977e-10,7.6637e-11,5.3158e-11,3.6345e-11,2.5368e-11,1.7763e-11,1.2792e-11,9.3012e-12,6.8246e-12,4.9298e-12,3.5292e-12,2.3444e-12,1.5547e-12,9.7368e-13,5.5058e-13,3.1608e-13,1.6327e-13,1.0339e-13,-9999.99,-9999.99,-9999.99,4.74e-12,3.29e-12,2.3e-12,1.59e-12,1.09e-12,7.61e-13,5.33e-13,3.84e-13,2.79e-13,2.05e-13,1.48e-13,1.06e-13,7.06e-14,4.71e-14,2.99e-14,1.73e-14,1.07e-14,6.58e-15,6.93e-15,-9999.99,-9999.99,41.355,0.0705,43.755,0.07,-13.25,0.0,2.4,105301.0
30102,105300.0,690648.0,460193.0,44221.669525463,1273.0,224.6,38.62,43.0,-1.1246e-08,-2.7532e-08,6.0585e-09,5.1608e-09,3.231e-09,2.6693e-09,1.9775e-09,1.4418e-09,1.0275e-09,7.0936e-10,4.8977e-10,3.2924e-10,-9999.99,1.3304e-10,9.7602e-11,5.4415e-11,3.6374e-11,2.5257e-11,1.6865e-11,1.0143e-11,7.5906e-12,5.1433e-12,3.7807e-12,-9999.99,-9999.99,-9999.99,-9999.99,3.37e-10,8.29e-10,1.82e-10,1.55e-10,9.76e-11,8.03e-11,5.95e-11,4.34e-11,3.1e-11,2.14e-11,1.48e-11,9.94e-12,-9999.99,4.1e-12,2.98e-12,1.69e-12,1.14e-12,7.93e-13,5.48e-13,4.15e-13,2.91e-13,3.12e-13,2.44e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.1608e-10,2.8547e-10,1.9143e-10,1.2696e-10,8.5029e-11,5.7749e-11,3.9795e-11,2.7865e-11,1.9623e-11,1.3629e-11,9.307e-12,6.2281e-12,4.0702e-12,2.545e-12,1.5444e-12,8.9591e-13,5.0322e-13,2.6623e-13,1.4632e-13,-9999.99,-9999.99,-9999.99,1.25e-11,8.56e-12,5.74e-12,3.81e-12,2.55e-12,1.73e-12,1.19e-12,8.36e-13,5.89e-13,4.09e-13,2.79e-13,1.87e-13,1.22e-13,7.66e-14,4.65e-14,2.71e-14,1.54e-14,8.57e-15,5.43e-15,-9999.99,-9999.99,38.615,0.076,40.28,0.076,-13.25,0.0,1.66,105301.0
30206,105400.0,690822.5,459249.7,44221.6712384259,1373.0,224.9,72.18,42.0,-2.9132e-09,-1.1117e-08,3.2018e-09,1.5842e-09,8.0526e-10,6.2485e-10,4.7778e-10,4.2573e-10,2.9649e-10,2.5029e-10,1.6371e-10,1.2906e-10,-9999.99,6.1462e-11,4.1725e-11,2.4193e-11,1.8535e-11,1.4912e-11,1.0509e-11,6.155e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.03e-11,3.39e-10,9.73e-11,4.86e-11,2.58e-11,2.07e-11,1.61e-11,1.31e-11,9.61e-12,7.91e-12,5.12e-12,4.08e-12,-9999.99,2.01e-12,1.36e-12,8.49e-13,6.6e-13,5.34e-13,8.91e-13,2.74e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.4623e-10,1.0787e-10,7.7135e-11,5.4357e-11,3.845e-11,2.705e-11,1.9266e-11,1.4129e-11,1.0149e-11,7.5029e-12,5.3684e-12,3.7368e-12,2.5026e-12,1.6389e-12,1.033e-12,6.1842e-13,3.4152e-13,1.9833e-13,1.1596e-13,6.4152e-14,4.5702e-14,-9999.99,4.39e-12,3.24e-12,2.31e-12,1.63e-12,1.15e-12,8.12e-13,5.78e-13,4.24e-13,3.04e-13,2.25e-13,1.61e-13,1.12e-13,7.53e-14,4.95e-14,3.15e-14,1.89e-14,1.08e-14,7.02e-15,4.44e-15,3.23e-15,5.12e-15,72.18,0.041,73.92,0.041,-13.25,0.0,1.74,105401.0
30312,105400.0,694033.2,457896.8,44221.6729282407,1473.0,243.7,38.42,20.0,-2.5547e-08,-5.2778e-08,4.0673e-08,1.8725e-08,6.7602e-09,3.3158e-09,1.6836e-09,8.7105e-10,4.9825e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.66e-10,1.58e-09,1.22e-09,5.62e-10,2.03e-10,9.98e-11,5.12e-11,2.67e-11,1.59e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.9257e-10,1.3254e-10,8.9503e-11,5.9386e-11,4.2719e-11,2.9737e-11,2.0152e-11,1.5222e-11,1.0184e-11,7.4708e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,5.78e-12,3.98e-12,2.69e-12,1.78e-12,1.28e-12,8.92e-13,6.05e-13,4.57e-13,3.06e-13,2.25e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,38.425,0.0775,39.105,0.0775,-13.25,0.0,0.68,105401.0
30420,105400.0,697136.6,456567.4,44221.6744907407,1573.0,232.7,25.05,14.0,-6.7485e-08,-1.9857e-07,5.8655e-08,6.1901e-08,3.6462e-08,2.4705e-08,1.5705e-08,9.0585e-09,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.02e-09,5.96e-09,1.76e-09,1.86e-09,1.09e-09,7.41e-10,4.71e-10,2.72e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.1778e-09,6.6199e-10,3.5468e-10,2.1459e-10,1.3792e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.53e-11,1.99e-11,1.06e-11,6.44e-12,4.14e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,25.045,0.117,26.505,0.117,-13.25,0.0,1.46,105401.0
30524,105400.0,699645.8,455488.6,44221.675787037,1673.0,239.4,31.28,36.0,-3.7456e-08,-9.0029e-08,5.2105e-08,3.4123e-08,1.5322e-08,8.8421e-09,4.8246e-09,2.3453e-09,1.0836e-09,5.3626e-10,2.5304e-10,1.3942e-10,-9999.99,4.4035e-11,2.614e-11,1.7556e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.12e-09,2.7e-09,1.56e-09,1.02e-09,4.6e-10,2.65e-10,1.45e-10,7.04e-11,3.27e-11,1.63e-11,7.79e-12,4.53e-12,-9999.99,1.58e-12,1.07e-12,7.11e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.0921e-10,1.0743e-10,6.2661e-11,3.9357e-11,2.5997e-11,1.7746e-11,1.2304e-11,8.7807e-12,6.3596e-12,4.8158e-12,3.538e-12,2.6199e-12,1.8652e-12,1.2754e-12,8.231e-13,5.2836e-13,3.0965e-13,2.1032e-13,1.2275e-13,-9999.99,-9999.99,-9999.99,6.28e-12,3.22e-12,1.88e-12,1.18e-12,7.8e-13,5.32e-13,3.7e-13,2.63e-13,1.91e-13,1.45e-13,1.06e-13,7.89e-14,5.63e-14,4.63e-14,8.48e-14,3.33e-13,1.09e-14,6.84e-15,4.96e-15,-9999.99,-9999.99,31.28,0.0955,31.615,0.0955,-13.25,0.0,0.34,105401.0
30628,105500.0,700600.4,454380.3,44221.6780208333,1773.0,242.2,33.27,18.0,-3.1784e-08,-8.9386e-08,4.1754e-08,3.3567e-08,1.6708e-08,9.9708e-09,5.538e-09,2.7058e-09,1.2617e-09,5.7719e-10,2.5488e-10,1.1029e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.63e-10,2.72e-09,1.26e-09,1.01e-09,5.01e-10,2.99e-10,1.66e-10,8.12e-11,3.8e-11,1.75e-11,7.9e-12,3.92e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.0956e-10,9.6053e-11,4.9678e-11,2.9415e-11,1.907e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.29e-12,2.88e-12,1.5e-12,8.85e-13,5.76e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,33.265,0.0885,34.535,0.0885,-13.25,0.0,1.27,105501.0
30732,105500.0,698018.7,455397.6,44221.6794791667,1873.0,236.8,31.27,42.0,-3.9561e-08,-1.2401e-07,3.2076e-08,3.8275e-08,2.3848e-08,1.6865e-08,1.1009e-08,6.6082e-09,3.6754e-09,1.9956e-09,1.0392e-09,5.1959e-10,-9999.99,1.2436e-10,6.2135e-11,3.5994e-11,2.095e-11,1.4135e-11,9.6082e-12,5.693e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.19e-09,3.72e-09,9.62e-10,1.15e-09,7.15e-10,5.06e-10,3.3e-10,1.98e-10,1.1e-10,5.99e-11,3.13e-11,1.56e-11,-9999.99,3.84e-12,1.96e-12,1.14e-12,7.27e-13,5.81e-13,4.03e-13,4.08e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.9357e-10,3.9766e-10,2.0129e-10,1.0608e-10,5.924e-11,3.5556e-11,2.1985e-11,1.405e-11,9.5029e-12,6.614e-12,4.7047e-12,3.3977e-12,2.2661e-12,1.5181e-12,9.693e-13,6.2544e-13,3.5439e-13,1.9795e-13,1.2424e-13,8.5673e-14,5.7368e-14,-9999.99,2.38e-11,1.19e-11,6.04e-12,3.18e-12,1.78e-12,1.07e-12,6.6e-13,4.22e-13,2.85e-13,1.98e-13,1.42e-13,1.02e-13,6.82e-14,4.58e-14,2.94e-14,1.94e-14,1.15e-14,6.83e-15,5.73e-15,4.89e-15,9.64e-15,31.265,0.0935,33.065,0.0935,-13.25,0.0,1.8,105501.0
30838,105500.0,695621.1,456395.8,44221.6808101852,1973.0,241.1,34.03,12.0,-3.3041e-08,-8.6579e-08,4.2749e-08,2.9228e-08,1.2822e-08,7.9532e-09,4.8246e-09,1.8675e-09,1.2389e-09,6.8743e-10,4.9649e-10,2.2959e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.91e-10,2.6e-09,1.28e-09,8.77e-10,3.85e-10,2.39e-10,1.45e-10,5.62e-11,3.73e-11,2.08e-11,1.5e-11,7e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,34.03,0.087,35.24,0.087,-13.25,0.0,1.21,105501.0
30944,105500.0,692983.6,457465.9,44221.6822800926,2073.0,251.1,29.93,41.0,-3.7544e-08,-8.6696e-08,5.3333e-08,3.4474e-08,1.5032e-08,7.9298e-09,3.9766e-09,1.8465e-09,8.8216e-10,4.8684e-10,3.2047e-10,1.8842e-10,-9999.99,7.6784e-11,4.5994e-11,2.9444e-11,2.3605e-11,1.4061e-11,1.3681e-11,9.3363e-12,6.4883e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.13e-09,2.6e-09,1.6e-09,1.03e-09,4.51e-10,2.38e-10,1.19e-10,5.56e-11,2.66e-11,1.48e-11,9.84e-12,5.78e-12,-9999.99,2.43e-12,1.57e-12,9.95e-13,8.03e-13,5.3e-13,7.54e-13,3.01e-12,1.38e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.5503e-10,1.6447e-10,1.0868e-10,7.1462e-11,4.7807e-11,3.2427e-11,2.2816e-11,1.6219e-11,1.1635e-11,8.4357e-12,5.8947e-12,4.038e-12,2.6719e-12,1.693e-12,1.1061e-12,6.6491e-13,3.5234e-13,2.1857e-13,1.4246e-13,-9999.99,-9999.99,-9999.99,7.65e-12,4.93e-12,3.26e-12,2.14e-12,1.43e-12,9.73e-13,6.84e-13,4.87e-13,3.49e-13,2.54e-13,1.77e-13,1.22e-13,8.04e-14,5.13e-14,3.4e-14,2.07e-14,1.21e-14,8.74e-15,6.18e-15,-9999.99,-9999.99,29.925,0.097,31.89,0.097,-13.25,0.0,1.97,105501.0
31050,105500.0,690660.3,458408.9,44221.6836574074,2173.0,225.6,40.63,42.0,-1.3082e-08,-2.5798e-08,1.0108e-08,4.7924e-09,2.8889e-09,2.2038e-09,1.6339e-09,1.269e-09,9.0965e-10,6.4211e-10,4.424e-10,3.0936e-10,-9999.99,1.186e-10,8.3333e-11,5.1433e-11,3.2193e-11,2.3278e-11,1.4178e-11,1.0781e-11,7.4123e-12,4.7807e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.92e-10,7.77e-10,3.03e-10,1.44e-10,8.7e-11,6.63e-11,4.92e-11,3.82e-11,2.75e-11,1.94e-11,1.34e-11,9.37e-12,-9999.99,3.78e-12,2.63e-12,1.59e-12,1.02e-12,7.54e-13,4.66e-13,3.84e-13,3.17e-13,2.27e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.7544e-10,2.6199e-10,1.7901e-10,1.2012e-10,8.1404e-11,5.4942e-11,3.7865e-11,2.6219e-11,1.8652e-11,1.3137e-11,9.0585e-12,6.0673e-12,3.9737e-12,2.488e-12,1.5064e-12,8.9357e-13,5.2456e-13,2.7009e-13,1.5158e-13,-9999.99,-9999.99,-9999.99,1.13e-11,7.86e-12,5.37e-12,3.6e-12,2.44e-12,1.65e-12,1.14e-12,7.87e-13,5.6e-13,3.94e-13,2.72e-13,1.82e-13,1.2e-13,7.49e-14,4.55e-14,2.72e-14,1.63e-14,8.7e-15,5.44e-15,-9999.99,-9999.99,40.635,0.0725,42.745,0.072,-13.25,0.0,2.11,105501.0
31154,105600.0,688697.5,458433.1,44221.6858564815,2273.0,205.1,75.76,37.0,-2.6035e-09,-1.4646e-08,1.5398e-09,2.1623e-09,1.4099e-09,1.1278e-09,9.1404e-10,6.9094e-10,5.0263e-10,3.6988e-10,2.4249e-10,1.6921e-10,-9999.99,7.1491e-11,4.2427e-11,3.8421e-11,2.6719e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,8.2e-11,4.45e-10,4.77e-11,6.53e-11,4.3e-11,3.5e-11,2.8e-11,2.11e-11,1.53e-11,1.15e-11,7.61e-12,5.43e-12,-9999.99,2.57e-12,1.95e-12,1.39e-12,1.07e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.1605e-10,1.5251e-10,1.0737e-10,7.4854e-11,5.3129e-11,3.8538e-11,2.8281e-11,2.098e-11,1.5187e-11,1.107e-11,7.6696e-12,5.307e-12,3.6784e-12,2.2383e-12,1.5377e-12,9.8509e-13,6.3684e-13,4.269e-13,2.5561e-13,-9999.99,-9999.99,-9999.99,6.48e-12,4.58e-12,3.22e-12,2.25e-12,1.59e-12,1.16e-12,8.51e-13,6.31e-13,4.57e-13,3.33e-13,2.32e-13,1.61e-13,1.12e-13,7.03e-14,4.81e-14,3.14e-14,2.18e-14,1.41e-14,9.23e-15,-9999.99,-9999.99,75.76,0.04,73.91,0.04,-13.25,0.0,-1.85,105601.0
31258,105600.0,690897.2,457456.9,44221.6872800926,2373.0,239.5,44.36,36.0,-1.0143e-08,-1.8424e-08,1.3196e-08,3.7135e-09,1.4965e-09,1.1792e-09,7.6784e-10,6.2076e-10,4.2953e-10,3.4678e-10,2.4728e-10,1.6532e-10,-9999.99,6.7661e-11,4.5731e-11,2.7602e-11,2.1573e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.04e-10,5.55e-10,3.96e-10,1.12e-10,4.56e-11,3.66e-11,2.4e-11,1.94e-11,1.34e-11,1.06e-11,7.57e-12,5.21e-12,-9999.99,2.25e-12,1.59e-12,9.5e-13,7.66e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.9857e-10,1.4292e-10,1e-10,6.9854e-11,4.8626e-11,3.383e-11,2.4135e-11,1.7342e-11,1.2567e-11,9.1257e-12,6.4737e-12,4.4766e-12,3.0263e-12,1.9132e-12,1.2023e-12,7.693e-13,4.117e-13,2.269e-13,-9999.99,-9999.99,-9999.99,-9999.99,5.96e-12,4.29e-12,3e-12,2.1e-12,1.46e-12,1.01e-12,7.24e-13,5.2e-13,3.77e-13,2.74e-13,1.94e-13,1.35e-13,9.14e-14,5.78e-14,3.73e-14,2.39e-14,1.33e-14,8.4e-15,-9999.99,-9999.99,-9999.99,44.36,0.067,45.375,0.067,-13.25,0.0,1.02,105601.0
31364,105600.0,693633.2,456340.5,44221.6887731481,2473.0,249.9,53.01,35.0,-7.8041e-09,-2.7687e-08,9.3626e-09,8.848e-09,4.9883e-09,3.0819e-09,1.9047e-09,1.0927e-09,6.0936e-10,3.2135e-10,2.0731e-10,1.1997e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.34e-10,8.31e-10,2.81e-10,2.65e-10,1.5e-10,9.31e-11,5.73e-11,3.29e-11,1.86e-11,1.01e-11,6.36e-12,3.72e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.5582e-10,9.5702e-11,6.2398e-11,4.076e-11,2.7933e-11,1.9123e-11,1.3383e-11,9.3187e-12,6.8304e-12,5.0322e-12,3.8158e-12,2.7374e-12,1.9178e-12,1.2909e-12,8.2865e-13,5.2865e-13,3.1901e-13,1.8474e-13,1.0354e-13,6.0205e-14,4.2661e-14,-9999.99,4.67e-12,2.87e-12,1.87e-12,1.23e-12,8.38e-13,5.74e-13,4.01e-13,2.8e-13,2.06e-13,1.51e-13,1.15e-13,8.24e-14,5.77e-14,3.9e-14,2.52e-14,1.63e-14,1.08e-14,6.61e-15,4.62e-15,4.4e-15,1.69e-14,53.005,0.056,54.715,0.056,-13.25,0.0,1.71,105601.0
31470,105600.0,696193.3,455405.1,44221.6901273148,2573.0,243.7,60.77,35.0,-6.652e-09,-2.843e-08,3.5906e-09,6.231e-09,4.3626e-09,3.4912e-09,2.4661e-09,1.7041e-09,1.0985e-09,6.5146e-10,3.6404e-10,2.0982e-10,-9999.99,5.4737e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.01e-10,8.53e-10,1.08e-10,1.87e-10,1.31e-10,1.05e-10,7.42e-11,5.13e-11,3.31e-11,1.97e-11,1.11e-11,6.42e-12,-9999.99,1.81e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.9041e-10,1.6354e-10,9.0526e-11,5.1111e-11,3.0029e-11,1.8471e-11,1.2333e-11,7.9678e-12,5.5936e-12,4.1287e-12,3.1754e-12,2.2915e-12,1.6471e-12,1.1161e-12,7.3889e-13,4.8567e-13,2.9854e-13,1.898e-13,1.0962e-13,7.3246e-14,-9999.99,-9999.99,8.71e-12,4.91e-12,2.72e-12,1.53e-12,9.01e-13,5.56e-13,3.7e-13,2.4e-13,1.68e-13,1.24e-13,9.59e-14,6.92e-14,4.99e-14,3.38e-14,2.25e-14,1.52e-14,9.7e-15,7.1e-15,7.32e-15,2.56e-14,-9999.99,60.775,0.049,62.275,0.049,-13.25,0.0,1.5,105601.0
31574,105600.0,698495.1,454293.8,44221.6914583333,2673.0,238.6,56.58,39.0,-6.7573e-09,-2.5193e-08,7.8713e-09,7.4415e-09,4.3392e-09,2.9795e-09,1.8801e-09,1.0655e-09,5.9825e-10,3.2632e-10,1.6927e-10,1.0901e-10,-9999.99,4.0497e-11,2.2298e-11,1.8146e-11,1.0775e-11,8.6404e-12,5.5877e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.03e-10,7.56e-10,2.36e-10,2.23e-10,1.3e-10,9e-11,5.66e-11,3.21e-11,1.82e-11,1.01e-11,5.37e-12,3.46e-12,-9999.99,1.45e-12,1.07e-12,1.16e-12,7.71e-13,1.13e-12,6.43e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.419e-10,8.2251e-11,4.9474e-11,3.1404e-11,2.0184e-11,1.3702e-11,9.4532e-12,6.4444e-12,4.731e-12,3.5556e-12,2.6295e-12,1.9023e-12,1.4126e-12,9.5643e-13,6.4094e-13,4.3655e-13,2.5933e-13,1.5912e-13,9.3275e-14,-9999.99,-9999.99,-9999.99,4.26e-12,2.47e-12,1.48e-12,9.42e-13,6.08e-13,4.12e-13,2.85e-13,1.94e-13,1.42e-13,1.07e-13,7.97e-14,5.78e-14,4.27e-14,2.94e-14,1.99e-14,1.38e-14,9.13e-15,5.55e-15,5.9e-15,-9999.99,-9999.99,56.58,0.0525,58.08,0.0525,-13.25,0.0,1.5,105601.0
31676,105600.0,701351.6,453182.3,44221.6928935185,2773.0,248.9,39.82,33.0,-2.2091e-08,-5.9181e-08,3.1696e-08,2.2401e-08,1.0442e-08,5.9942e-09,3.2281e-09,1.5395e-09,6.5614e-10,3.2368e-10,1.2526e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.65e-10,1.78e-09,9.51e-10,6.72e-10,3.13e-10,1.8e-10,9.68e-11,4.63e-11,1.99e-11,1.01e-11,4.85e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.0789e-10,4.9532e-11,2.9678e-11,1.9965e-11,1.3971e-11,9.5906e-12,6.9942e-12,4.9503e-12,3.7865e-12,2.8339e-12,1.9982e-12,1.5751e-12,1.138e-12,1.0149e-12,6.7661e-13,4.6667e-13,3.5175e-13,1.9599e-13,1.3585e-13,9.7251e-14,6.7135e-14,-9999.99,3.24e-12,1.49e-12,8.96e-13,6.01e-13,4.22e-13,2.95e-13,2.14e-13,1.49e-13,1.15e-13,8.62e-14,6.05e-14,4.8e-14,3.47e-14,3.09e-14,2.09e-14,1.55e-14,1.25e-14,8.09e-15,8.33e-15,7.34e-15,1.04e-13,39.82,0.074,41.68,0.074,-13.25,0.0,1.86,105601.0
